Source URL,Target URL,Anchor text,Link location,Follow/nofollow,Target status,Target canonical,Target in sitemap,Issue,Notes
/collection?fabric=silk,/collection?fabric=silk&color=purple,PurplePurple,body,follow,not crawled,,no,,Rendered anchor; external targets were not fetched.
/collection?fabric=silk,/collection?fabric=silk&color=black,BlackBlack,body,follow,not crawled,,no,,Rendered anchor; external targets were not fetched.
/collection?fabric=silk,/collection?fabric=silk&color=red,RedRed,body,follow,not crawled,,no,,Rendered anchor; external targets were not fetched.
/collection?fabric=silk,/collection?fabric=silk&color=ivory-white,Ivory / WhiteIvory / White,body,follow,not crawled,,no,,Rendered anchor; external targets were not fetched.
/collection?fabric=silk,/collection?fabric=silk&color=peach,PeachPeach,body,follow,not crawled,,no,,Rendered anchor; external targets were not fetched.
/collection?fabric=silk,/collection?fabric=silk&color=yellow,YellowYellow,body,follow,not crawled,,no,,Rendered anchor; external targets were not fetched.
/collection?fabric=silk,/collection?fabric=silk&color=brown,BrownBrown,body,follow,not crawled,,no,,Rendered anchor; external targets were not fetched.
/collection?fabric=silk,/collection?fabric=silk&color=charcoal-grey,Charcoal GreyCharcoal Grey,body,follow,not crawled,,no,,Rendered anchor; external targets were not fetched.
/collection?fabric=silk,/collection?fabric=silk&color=dark-green,Dark GreenDark Green,body,follow,not crawled,,no,,Rendered anchor; external targets were not fetched.
/collection?fabric=silk,/collection?fabric=silk&color=light-green,Light GreenLight Green,body,follow,not crawled,,no,,Rendered anchor; external targets were not fetched.
/collection?fabric=silk,/collection?fabric=silk&color=magneta,MagnetaMagneta,body,follow,not crawled,,no,,Rendered anchor; external targets were not fetched.
/collection?fabric=silk,/collection?fabric=silk&color=maroon,MaroonMaroon,body,follow,not crawled,,no,,Rendered anchor; external targets were not fetched.
/collection?fabric=silk,/collection?fabric=silk&color=mustard,MustardMustard,body,follow,not crawled,,no,,Rendered anchor; external targets were not fetched.
/collection?fabric=silk,/collection?fabric=silk&color=rose,RoseRose,body,follow,not crawled,,no,,Rendered anchor; external targets were not fetched.
/collection?fabric=silk,/collection?fabric=silk&color=teal,TealTeal,body,follow,not crawled,,no,,Rendered anchor; external targets were not fetched.
/collection?fabric=silk,/collection?fabric=silk&color=violet,VioletViolet,body,follow,not crawled,,no,,Rendered anchor; external targets were not fetched.
/collection?fabric=silk,/collection?fabric=silk&priceMax=500000,Under ₹5k,body,follow,not crawled,,no,,Rendered anchor; external targets were not fetched.
/collection?fabric=silk,/collection?fabric=silk&priceMin=500000&priceMax=1500000,₹5k to ₹15k,body,follow,not crawled,,no,,Rendered anchor; external targets were not fetched.
/collection?fabric=silk,/collection?fabric=silk&priceMin=1500000&priceMax=5000000,₹15k to ₹50k,body,follow,not crawled,,no,,Rendered anchor; external targets were not fetched.
/collection?fabric=silk,/collection?fabric=silk&priceMin=5000000,₹50k+,body,follow,not crawled,,no,,Rendered anchor; external targets were not fetched.
/collection?fabric=silk,/collection?fabric=silk&availability=available,In stock(49),body,follow,not crawled,,no,,Rendered anchor; external targets were not fetched.
/collection?fabric=silk,/collection?fabric=silk&occasion=festive-wedding,Festive Wedding(2),body,follow,not crawled,,no,,Rendered anchor; external targets were not fetched.
/collection?fabric=silk,/collection?fabric=silk&occasion=casual,Casual(1),body,follow,not crawled,,no,,Rendered anchor; external targets were not fetched.
/collection?fabric=silk,/collection/indigo-plum-tied-silk-saree,Pre-loved,product-card/body,follow,200,https://www.fromthetrunk.shop/collection/indigo-plum-tied-silk-saree,yes,,Rendered anchor; external targets were not fetched.
/collection?fabric=silk,/collection/indigo-plum-tied-silk-saree,"Indigo & Plum Tied Silk SareeSilk, unique₹3,299₹5,000Where Indigo Meets Dusk",product-card/body,follow,200,https://www.fromthetrunk.shop/collection/indigo-plum-tied-silk-saree,yes,,Rendered anchor; external targets were not fetched.
/collection?fabric=silk,/collection/forest-flame-tie-dye-silk,Reserved,product-card/body,follow,200,https://www.fromthetrunk.shop/collection/forest-flame-tie-dye-silk,yes,,Rendered anchor; external targets were not fetched.
/collection?fabric=silk,/collection/forest-flame-tie-dye-silk,"Forest & Flame Tie Dye SilkSilk, unique₹2,799₹4,000Colour Tied in Time",product-card/body,follow,200,https://www.fromthetrunk.shop/collection/forest-flame-tie-dye-silk,yes,,Rendered anchor; external targets were not fetched.
/collection?fabric=silk,/collection/verdant-bloom-silk-burgundy-gold-border,Pre-loved,product-card/body,follow,200,https://www.fromthetrunk.shop/collection/verdant-bloom-silk-burgundy-gold-border,yes,,Rendered anchor; external targets were not fetched.
/collection?fabric=silk,/collection/verdant-bloom-silk-burgundy-gold-border,"Green Garden Silk Burgundy Zari EdgeSilk, unique₹10,299₹15,000Where the Garden Meets the Gold",product-card/body,follow,200,https://www.fromthetrunk.shop/collection/verdant-bloom-silk-burgundy-gold-border,yes,,Rendered anchor; external targets were not fetched.
/collection?fabric=silk,/collection,Shop now,body,follow,200,https://www.fromthetrunk.shop/collection,yes,,Rendered anchor; external targets were not fetched.
/collection?fabric=silk,/collection/pink-katan-triangle-zari-edge,Reserved,product-card/body,follow,200,https://www.fromthetrunk.shop/collection/pink-katan-triangle-zari-edge,yes,,Rendered anchor; external targets were not fetched.
/collection?fabric=silk,/collection/pink-katan-triangle-zari-edge,"Pink Katan temple borderSilk, unique₹3,799₹6,000The Temple at the Edge of the Field",product-card/body,follow,200,https://www.fromthetrunk.shop/collection/pink-katan-triangle-zari-edge,yes,,Rendered anchor; external targets were not fetched.
/collection?fabric=silk,/collection,Shop now,body,follow,200,https://www.fromthetrunk.shop/collection,yes,,Rendered anchor; external targets were not fetched.
/collection?fabric=silk,/collection/forest-green-silk-black-gold,Reserved,product-card/body,follow,200,https://www.fromthetrunk.shop/collection/forest-green-silk-black-gold,yes,,Rendered anchor; external targets were not fetched.
/collection?fabric=silk,/collection/forest-green-silk-black-gold,"Forest green silk black goldSilk, unique₹3,299₹5,000Green Silk Saree Black Gold Zari",product-card/body,follow,200,https://www.fromthetrunk.shop/collection/forest-green-silk-black-gold,yes,,Rendered anchor; external targets were not fetched.
/collection?fabric=silk,/collection/teal-blue-moody-silk-drape,Pre-loved,product-card/body,follow,200,https://www.fromthetrunk.shop/collection/teal-blue-moody-silk-drape,yes,,Rendered anchor; external targets were not fetched.
/collection?fabric=silk,/collection/teal-blue-moody-silk-drape,"Teal moody silk sareeSilk, unique₹3,799₹6,000Teal moody silk saree",product-card/body,follow,200,https://www.fromthetrunk.shop/collection/teal-blue-moody-silk-drape,yes,,Rendered anchor; external targets were not fetched.
/collection?fabric=silk,/collection/rose-silk-green-brown-stripe,Pre-loved,product-card/body,follow,200,https://www.fromthetrunk.shop/collection/rose-silk-green-brown-stripe,yes,,Rendered anchor; external targets were not fetched.
/collection?fabric=silk,/collection/rose-silk-green-brown-stripe,"Rose silkSilk, unique₹2,799₹2,500Lines Drawn in Ceremony",product-card/body,follow,200,https://www.fromthetrunk.shop/collection/rose-silk-green-brown-stripe,yes,,Rendered anchor; external targets were not fetched.
/collection?fabric=silk,/collection/red-blue-madras-check-cotton,Pre-loved,product-card/body,follow,200,https://www.fromthetrunk.shop/collection/red-blue-madras-check-cotton,yes,,Rendered anchor; external targets were not fetched.
/collection?fabric=silk,/collection/red-blue-madras-check-cotton,"Red Blue Madras Check CottonCotton Silk, unique₹3,799₹6,000Checked Out of Madras, Into Memory",product-card/body,follow,200,https://www.fromthetrunk.shop/collection/red-blue-madras-check-cotton,yes,,Rendered anchor; external targets were not fetched.
/collection?fabric=silk,/collection/midnight-kesari-cotton-drape,Pre-loved,product-card/body,follow,200,https://www.fromthetrunk.shop/collection/midnight-kesari-cotton-drape,yes,,Rendered anchor; external targets were not fetched.
/collection?fabric=silk,/collection/midnight-kesari-cotton-drape,"Midnight Kesari Cotton DrapeSilk, unique₹4,299₹8,000Light Body, Dark Flourish",product-card/body,follow,200,https://www.fromthetrunk.shop/collection/midnight-kesari-cotton-drape,yes,,Rendered anchor; external targets were not fetched.
/collection?fabric=silk,/collection/brown-and-mustard-light-silk,Pre-loved,product-card/body,follow,200,https://www.fromthetrunk.shop/collection/brown-and-mustard-light-silk,yes,,Rendered anchor; external targets were not fetched.
/collection?fabric=silk,/collection/brown-and-mustard-light-silk,"Brown and Mustard light SilkSilk, unique₹3,499₹6,000Earthen Light, Woven in Silk",product-card/body,follow,200,https://www.fromthetrunk.shop/collection/brown-and-mustard-light-silk,yes,,Rendered anchor; external targets were not fetched.
/collection?fabric=silk,/collection?page=2&fabric=silk,Load more,body,follow,not crawled,,no,,Rendered anchor; external targets were not fetched.
/collection?occasion=wedding,/collection?occasion=wedding,Skip to main content,body,follow,200,https://www.fromthetrunk.shop/collection,no,,Rendered anchor; external targets were not fetched.
/collection?occasion=wedding,/,From the Trunk,header/nav,follow,200,https://www.fromthetrunk.shop,yes,,Rendered anchor; external targets were not fetched.
/collection?occasion=wedding,/collection,Collection,header/nav,follow,200,https://www.fromthetrunk.shop/collection,yes,,Rendered anchor; external targets were not fetched.
/collection?occasion=wedding,/collection?tags=top-viewed,Top Viewed,header/nav,follow,200,https://www.fromthetrunk.shop/collection,no,Primary navigation targets noindex URL,Rendered anchor; external targets were not fetched.
/collection?occasion=wedding,/collection?type=blouse,Blouses,header/nav,follow,200,https://www.fromthetrunk.shop/collection,no,Primary navigation targets noindex URL,Rendered anchor; external targets were not fetched.
/collection?occasion=wedding,/account/sign-in,Sign in,header/nav,follow,200,,no,Primary navigation targets noindex URL,Rendered anchor; external targets were not fetched.
/collection?occasion=wedding,/account/wishlist,Liked products,header/nav,follow,200,,no,Primary navigation targets noindex URL,Rendered anchor; external targets were not fetched.
/collection?occasion=wedding,/collection,The Collection,footer,follow,200,https://www.fromthetrunk.shop/collection,yes,,Rendered anchor; external targets were not fetched.
/collection?occasion=wedding,/our-story,Our Story,footer,follow,200,https://www.fromthetrunk.shop/our-story,yes,,Rendered anchor; external targets were not fetched.
/collection?occasion=wedding,/why,Our Why,footer,follow,200,https://www.fromthetrunk.shop/why,yes,,Rendered anchor; external targets were not fetched.
/collection?occasion=wedding,/how-it-works,How It Works,footer,follow,200,https://www.fromthetrunk.shop/how-it-works,yes,,Rendered anchor; external targets were not fetched.
/collection?occasion=wedding,/faqs,FAQs,footer,follow,200,https://www.fromthetrunk.shop/faqs,yes,,Rendered anchor; external targets were not fetched.
/collection?occasion=wedding,/sell-your-saree,Sell Your Saree,footer,follow,200,https://www.fromthetrunk.shop/sell-your-saree,yes,,Rendered anchor; external targets were not fetched.
/collection?occasion=wedding,/our-team,Our Team,footer,follow,200,https://www.fromthetrunk.shop/our-team,yes,,Rendered anchor; external targets were not fetched.
/collection?occasion=wedding,/policies/shipping-delivery-policy,Shipping,footer,follow,200,https://www.fromthetrunk.shop/policies/shipping-delivery-policy,yes,,Rendered anchor; external targets were not fetched.
/collection?occasion=wedding,/packing,Packing,footer,follow,200,https://www.fromthetrunk.shop/packing,yes,,Rendered anchor; external targets were not fetched.
/collection?occasion=wedding,/policies/return-refund-policy,Returns & Refunds,footer,follow,200,https://www.fromthetrunk.shop/policies/return-refund-policy,yes,,Rendered anchor; external targets were not fetched.
/collection?occasion=wedding,/how-it-works,Authentication,footer,follow,200,https://www.fromthetrunk.shop/how-it-works,yes,,Rendered anchor; external targets were not fetched.
/collection?occasion=wedding,/contact,Contact Support,footer,follow,200,https://www.fromthetrunk.shop/contact,yes,,Rendered anchor; external targets were not fetched.
/collection?occasion=wedding,/policies/privacy-policy,Privacy Policy,footer,follow,200,https://www.fromthetrunk.shop/policies/privacy-policy,yes,,Rendered anchor; external targets were not fetched.
/collection?occasion=wedding,/policies/terms-of-service,Terms of Service,footer,follow,200,https://www.fromthetrunk.shop/policies/terms-of-service,yes,,Rendered anchor; external targets were not fetched.
/collection?occasion=wedding,/collection,The Collection,footer,follow,200,https://www.fromthetrunk.shop/collection,yes,,Rendered anchor; external targets were not fetched.
/collection?occasion=wedding,/our-story,Our Story,footer,follow,200,https://www.fromthetrunk.shop/our-story,yes,,Rendered anchor; external targets were not fetched.
/collection?occasion=wedding,/why,Our Why,footer,follow,200,https://www.fromthetrunk.shop/why,yes,,Rendered anchor; external targets were not fetched.
