Source URL,Target URL,Anchor text,Link location,Follow/nofollow,Target status,Target canonical,Target in sitemap,Issue,Notes
/collection/gulabi-kota-cotton,/account/sign-in,Sign in,header/nav,follow,200,,no,Primary navigation targets noindex URL,Rendered anchor; external targets were not fetched.
/collection/gulabi-kota-cotton,/account/wishlist,Liked products,header/nav,follow,200,,no,Primary navigation targets noindex URL,Rendered anchor; external targets were not fetched.
/collection/gulabi-kota-cotton,/collection,The Collection,footer,follow,200,https://www.fromthetrunk.shop/collection,yes,,Rendered anchor; external targets were not fetched.
/collection/gulabi-kota-cotton,/our-story,Our Story,footer,follow,200,https://www.fromthetrunk.shop/our-story,yes,,Rendered anchor; external targets were not fetched.
/collection/gulabi-kota-cotton,/why,Our Why,footer,follow,200,https://www.fromthetrunk.shop/why,yes,,Rendered anchor; external targets were not fetched.
/collection/gulabi-kota-cotton,/how-it-works,How It Works,footer,follow,200,https://www.fromthetrunk.shop/how-it-works,yes,,Rendered anchor; external targets were not fetched.
/collection/gulabi-kota-cotton,/faqs,FAQs,footer,follow,200,https://www.fromthetrunk.shop/faqs,yes,,Rendered anchor; external targets were not fetched.
/collection/gulabi-kota-cotton,/sell-your-saree,Sell Your Saree,footer,follow,200,https://www.fromthetrunk.shop/sell-your-saree,yes,,Rendered anchor; external targets were not fetched.
/collection/gulabi-kota-cotton,/our-team,Our Team,footer,follow,200,https://www.fromthetrunk.shop/our-team,yes,,Rendered anchor; external targets were not fetched.
/collection/gulabi-kota-cotton,/policies/shipping-delivery-policy,Shipping,footer,follow,200,https://www.fromthetrunk.shop/policies/shipping-delivery-policy,yes,,Rendered anchor; external targets were not fetched.
/collection/gulabi-kota-cotton,/packing,Packing,footer,follow,200,https://www.fromthetrunk.shop/packing,yes,,Rendered anchor; external targets were not fetched.
/collection/gulabi-kota-cotton,/policies/return-refund-policy,Returns & Refunds,footer,follow,200,https://www.fromthetrunk.shop/policies/return-refund-policy,yes,,Rendered anchor; external targets were not fetched.
/collection/gulabi-kota-cotton,/how-it-works,Authentication,footer,follow,200,https://www.fromthetrunk.shop/how-it-works,yes,,Rendered anchor; external targets were not fetched.
/collection/gulabi-kota-cotton,/contact,Contact Support,footer,follow,200,https://www.fromthetrunk.shop/contact,yes,,Rendered anchor; external targets were not fetched.
/collection/gulabi-kota-cotton,/policies/privacy-policy,Privacy Policy,footer,follow,200,https://www.fromthetrunk.shop/policies/privacy-policy,yes,,Rendered anchor; external targets were not fetched.
/collection/gulabi-kota-cotton,/policies/terms-of-service,Terms of Service,footer,follow,200,https://www.fromthetrunk.shop/policies/terms-of-service,yes,,Rendered anchor; external targets were not fetched.
/collection/gulabi-kota-cotton,/collection,The Collection,footer,follow,200,https://www.fromthetrunk.shop/collection,yes,,Rendered anchor; external targets were not fetched.
/collection/gulabi-kota-cotton,/our-story,Our Story,footer,follow,200,https://www.fromthetrunk.shop/our-story,yes,,Rendered anchor; external targets were not fetched.
/collection/gulabi-kota-cotton,/why,Our Why,footer,follow,200,https://www.fromthetrunk.shop/why,yes,,Rendered anchor; external targets were not fetched.
/collection/gulabi-kota-cotton,/how-it-works,How It Works,footer,follow,200,https://www.fromthetrunk.shop/how-it-works,yes,,Rendered anchor; external targets were not fetched.
/collection/gulabi-kota-cotton,/faqs,FAQs,footer,follow,200,https://www.fromthetrunk.shop/faqs,yes,,Rendered anchor; external targets were not fetched.
/collection/gulabi-kota-cotton,/sell-your-saree,Sell Your Saree,footer,follow,200,https://www.fromthetrunk.shop/sell-your-saree,yes,,Rendered anchor; external targets were not fetched.
/collection/gulabi-kota-cotton,/our-team,Our Team,footer,follow,200,https://www.fromthetrunk.shop/our-team,yes,,Rendered anchor; external targets were not fetched.
/collection/gulabi-kota-cotton,/policies/shipping-delivery-policy,Shipping,footer,follow,200,https://www.fromthetrunk.shop/policies/shipping-delivery-policy,yes,,Rendered anchor; external targets were not fetched.
/collection/gulabi-kota-cotton,/packing,Packing,footer,follow,200,https://www.fromthetrunk.shop/packing,yes,,Rendered anchor; external targets were not fetched.
/collection/gulabi-kota-cotton,/policies/return-refund-policy,Returns & Refunds,footer,follow,200,https://www.fromthetrunk.shop/policies/return-refund-policy,yes,,Rendered anchor; external targets were not fetched.
/collection/gulabi-kota-cotton,/how-it-works,Authentication,footer,follow,200,https://www.fromthetrunk.shop/how-it-works,yes,,Rendered anchor; external targets were not fetched.
/collection/gulabi-kota-cotton,/contact,Contact Support,footer,follow,200,https://www.fromthetrunk.shop/contact,yes,,Rendered anchor; external targets were not fetched.
/collection/gulabi-kota-cotton,/policies/privacy-policy,Privacy Policy,footer,follow,200,https://www.fromthetrunk.shop/policies/privacy-policy,yes,,Rendered anchor; external targets were not fetched.
/collection/gulabi-kota-cotton,/policies/terms-of-service,Terms of Service,footer,follow,200,https://www.fromthetrunk.shop/policies/terms-of-service,yes,,Rendered anchor; external targets were not fetched.
/collection/gulabi-kota-cotton,/privacy-policy,Privacy policy,body,follow,200,https://www.fromthetrunk.shop/policies/privacy-policy,no,,Rendered anchor; external targets were not fetched.
/collection/gulabi-kota-cotton,/collection,Collection,body,follow,200,https://www.fromthetrunk.shop/collection,yes,,Rendered anchor; external targets were not fetched.
/collection/gulabi-kota-cotton,/collection?tags=top-viewed,Top Viewed,body,follow,200,https://www.fromthetrunk.shop/collection,no,,Rendered anchor; external targets were not fetched.
/collection/gulabi-kota-cotton,/collection?type=blouse,Blouses,body,follow,200,https://www.fromthetrunk.shop/collection,no,,Rendered anchor; external targets were not fetched.
/collection/gulabi-kota-cotton,/,Home,breadcrumb,follow,200,https://www.fromthetrunk.shop,yes,,Rendered anchor; external targets were not fetched.
/collection/gulabi-kota-cotton,/collection,Collection,breadcrumb,follow,200,https://www.fromthetrunk.shop/collection,yes,,Rendered anchor; external targets were not fetched.
/collection/gulabi-kota-cotton,/guides/what-is-a-pre-loved-saree,What pre-loved means,body,follow,200,https://www.fromthetrunk.shop/guides/what-is-a-pre-loved-saree,yes,,Rendered anchor; external targets were not fetched.
/collection/gulabi-kota-cotton,/how-it-works,How It Works,body,follow,200,https://www.fromthetrunk.shop/how-it-works,yes,,Rendered anchor; external targets were not fetched.
/collection/gulabi-kota-cotton,/packing,Packing,body,follow,200,https://www.fromthetrunk.shop/packing,yes,,Rendered anchor; external targets were not fetched.
/collection/gulabi-kota-cotton,/policies/shipping-delivery-policy,Shipping,body,follow,200,https://www.fromthetrunk.shop/policies/shipping-delivery-policy,yes,,Rendered anchor; external targets were not fetched.
/collection/gulabi-kota-cotton,/policies/return-refund-policy,Returns,body,follow,200,https://www.fromthetrunk.shop/policies/return-refund-policy,yes,,Rendered anchor; external targets were not fetched.
/collection/gulabi-kota-cotton,/collection/stretchfit-blouse,View StretchFit Blouse,product-card/body,follow,200,https://www.fromthetrunk.shop/collection/stretchfit-blouse,no,,Rendered anchor; external targets were not fetched.
/collection/gulabi-kota-cotton,/collection/stretchfit-blouse,"StretchFit BlouseCotton, unique₹1₹5Untitled Product",product-card/body,follow,200,https://www.fromthetrunk.shop/collection/stretchfit-blouse,no,,Rendered anchor; external targets were not fetched.
/collection/gulabi-kota-cotton,/collection/stretchfit-blouse,Select size,product-card/body,follow,200,https://www.fromthetrunk.shop/collection/stretchfit-blouse,no,,Rendered anchor; external targets were not fetched.
/collection/gulabi-kota-cotton,/collection/stretchfit-blouse-1,View StretchFit Blouse,product-card/body,follow,200,https://www.fromthetrunk.shop/collection/stretchfit-blouse-1,no,,Rendered anchor; external targets were not fetched.
/collection/gulabi-kota-cotton,/collection/stretchfit-blouse-1,"StretchFit BlouseHeirloom, unique₹1₹5Untitled Product",product-card/body,follow,200,https://www.fromthetrunk.shop/collection/stretchfit-blouse-1,no,,Rendered anchor; external targets were not fetched.
/collection/gulabi-kota-cotton,/collection/stretchfit-blouse-1,Select size,product-card/body,follow,200,https://www.fromthetrunk.shop/collection/stretchfit-blouse-1,no,,Rendered anchor; external targets were not fetched.
/collection/gulabi-kota-cotton,/collection/sleeveless-cerise-pink-stretchfit-blouse,View Sleeveless Cerise Pink StretchFit Blouse,product-card/body,follow,200,https://www.fromthetrunk.shop/collection/sleeveless-cerise-pink-stretchfit-blouse,no,,Rendered anchor; external targets were not fetched.
/collection/gulabi-kota-cotton,/collection/sleeveless-cerise-pink-stretchfit-blouse,"Sleeveless Cerise Pink StretchFit BlouseHeirloom, unique₹1₹5Untitled Product",product-card/body,follow,200,https://www.fromthetrunk.shop/collection/sleeveless-cerise-pink-stretchfit-blouse,no,,Rendered anchor; external targets were not fetched.
/collection/gulabi-kota-cotton,/collection/sleeveless-cerise-pink-stretchfit-blouse,Select size,product-card/body,follow,200,https://www.fromthetrunk.shop/collection/sleeveless-cerise-pink-stretchfit-blouse,no,,Rendered anchor; external targets were not fetched.
/collection/gulabi-kota-cotton,/collection/sleeveless-marigold-orange-stretchfit,View Sleeveless Marigold Orange StretchFit,product-card/body,follow,200,https://www.fromthetrunk.shop/collection/sleeveless-marigold-orange-stretchfit,no,,Rendered anchor; external targets were not fetched.
/collection/gulabi-kota-cotton,/collection/sleeveless-marigold-orange-stretchfit,"Sleeveless Marigold Orange StretchFitHeirloom, unique₹1₹5Untitled Product",product-card/body,follow,200,https://www.fromthetrunk.shop/collection/sleeveless-marigold-orange-stretchfit,no,,Rendered anchor; external targets were not fetched.
/collection/gulabi-kota-cotton,/collection/sleeveless-marigold-orange-stretchfit,Select size,product-card/body,follow,200,https://www.fromthetrunk.shop/collection/sleeveless-marigold-orange-stretchfit,no,,Rendered anchor; external targets were not fetched.
/collection/kempu-pachai-and-bandhani,/collection/kempu-pachai-and-bandhani,Skip to main content,body,follow,200,https://www.fromthetrunk.shop/collection/kempu-pachai-and-bandhani,yes,,Rendered anchor; external targets were not fetched.
/collection/kempu-pachai-and-bandhani,/,From the Trunk,header/nav,follow,200,https://www.fromthetrunk.shop,yes,,Rendered anchor; external targets were not fetched.
/collection/kempu-pachai-and-bandhani,/collection,Collection,header/nav,follow,200,https://www.fromthetrunk.shop/collection,yes,,Rendered anchor; external targets were not fetched.
/collection/kempu-pachai-and-bandhani,/collection?tags=top-viewed,Top Viewed,header/nav,follow,200,https://www.fromthetrunk.shop/collection,no,Primary navigation targets noindex URL,Rendered anchor; external targets were not fetched.
/collection/kempu-pachai-and-bandhani,/collection?type=blouse,Blouses,header/nav,follow,200,https://www.fromthetrunk.shop/collection,no,Primary navigation targets noindex URL,Rendered anchor; external targets were not fetched.
/collection/kempu-pachai-and-bandhani,/account/sign-in,Sign in,header/nav,follow,200,,no,Primary navigation targets noindex URL,Rendered anchor; external targets were not fetched.
/collection/kempu-pachai-and-bandhani,/account/wishlist,Liked products,header/nav,follow,200,,no,Primary navigation targets noindex URL,Rendered anchor; external targets were not fetched.
/collection/kempu-pachai-and-bandhani,/collection,The Collection,footer,follow,200,https://www.fromthetrunk.shop/collection,yes,,Rendered anchor; external targets were not fetched.
/collection/kempu-pachai-and-bandhani,/our-story,Our Story,footer,follow,200,https://www.fromthetrunk.shop/our-story,yes,,Rendered anchor; external targets were not fetched.
/collection/kempu-pachai-and-bandhani,/why,Our Why,footer,follow,200,https://www.fromthetrunk.shop/why,yes,,Rendered anchor; external targets were not fetched.
/collection/kempu-pachai-and-bandhani,/how-it-works,How It Works,footer,follow,200,https://www.fromthetrunk.shop/how-it-works,yes,,Rendered anchor; external targets were not fetched.
/collection/kempu-pachai-and-bandhani,/faqs,FAQs,footer,follow,200,https://www.fromthetrunk.shop/faqs,yes,,Rendered anchor; external targets were not fetched.
/collection/kempu-pachai-and-bandhani,/sell-your-saree,Sell Your Saree,footer,follow,200,https://www.fromthetrunk.shop/sell-your-saree,yes,,Rendered anchor; external targets were not fetched.
/collection/kempu-pachai-and-bandhani,/our-team,Our Team,footer,follow,200,https://www.fromthetrunk.shop/our-team,yes,,Rendered anchor; external targets were not fetched.
/collection/kempu-pachai-and-bandhani,/policies/shipping-delivery-policy,Shipping,footer,follow,200,https://www.fromthetrunk.shop/policies/shipping-delivery-policy,yes,,Rendered anchor; external targets were not fetched.
/collection/kempu-pachai-and-bandhani,/packing,Packing,footer,follow,200,https://www.fromthetrunk.shop/packing,yes,,Rendered anchor; external targets were not fetched.
/collection/kempu-pachai-and-bandhani,/policies/return-refund-policy,Returns & Refunds,footer,follow,200,https://www.fromthetrunk.shop/policies/return-refund-policy,yes,,Rendered anchor; external targets were not fetched.
/collection/kempu-pachai-and-bandhani,/how-it-works,Authentication,footer,follow,200,https://www.fromthetrunk.shop/how-it-works,yes,,Rendered anchor; external targets were not fetched.
/collection/kempu-pachai-and-bandhani,/contact,Contact Support,footer,follow,200,https://www.fromthetrunk.shop/contact,yes,,Rendered anchor; external targets were not fetched.
/collection/kempu-pachai-and-bandhani,/policies/privacy-policy,Privacy Policy,footer,follow,200,https://www.fromthetrunk.shop/policies/privacy-policy,yes,,Rendered anchor; external targets were not fetched.
/collection/kempu-pachai-and-bandhani,/policies/terms-of-service,Terms of Service,footer,follow,200,https://www.fromthetrunk.shop/policies/terms-of-service,yes,,Rendered anchor; external targets were not fetched.
/collection/kempu-pachai-and-bandhani,/collection,The Collection,footer,follow,200,https://www.fromthetrunk.shop/collection,yes,,Rendered anchor; external targets were not fetched.
/collection/kempu-pachai-and-bandhani,/our-story,Our Story,footer,follow,200,https://www.fromthetrunk.shop/our-story,yes,,Rendered anchor; external targets were not fetched.
/collection/kempu-pachai-and-bandhani,/why,Our Why,footer,follow,200,https://www.fromthetrunk.shop/why,yes,,Rendered anchor; external targets were not fetched.
/collection/kempu-pachai-and-bandhani,/how-it-works,How It Works,footer,follow,200,https://www.fromthetrunk.shop/how-it-works,yes,,Rendered anchor; external targets were not fetched.
/collection/kempu-pachai-and-bandhani,/faqs,FAQs,footer,follow,200,https://www.fromthetrunk.shop/faqs,yes,,Rendered anchor; external targets were not fetched.
/collection/kempu-pachai-and-bandhani,/sell-your-saree,Sell Your Saree,footer,follow,200,https://www.fromthetrunk.shop/sell-your-saree,yes,,Rendered anchor; external targets were not fetched.
/collection/kempu-pachai-and-bandhani,/our-team,Our Team,footer,follow,200,https://www.fromthetrunk.shop/our-team,yes,,Rendered anchor; external targets were not fetched.
/collection/kempu-pachai-and-bandhani,/policies/shipping-delivery-policy,Shipping,footer,follow,200,https://www.fromthetrunk.shop/policies/shipping-delivery-policy,yes,,Rendered anchor; external targets were not fetched.
/collection/kempu-pachai-and-bandhani,/packing,Packing,footer,follow,200,https://www.fromthetrunk.shop/packing,yes,,Rendered anchor; external targets were not fetched.
/collection/kempu-pachai-and-bandhani,/policies/return-refund-policy,Returns & Refunds,footer,follow,200,https://www.fromthetrunk.shop/policies/return-refund-policy,yes,,Rendered anchor; external targets were not fetched.
/collection/kempu-pachai-and-bandhani,/how-it-works,Authentication,footer,follow,200,https://www.fromthetrunk.shop/how-it-works,yes,,Rendered anchor; external targets were not fetched.
/collection/kempu-pachai-and-bandhani,/contact,Contact Support,footer,follow,200,https://www.fromthetrunk.shop/contact,yes,,Rendered anchor; external targets were not fetched.
/collection/kempu-pachai-and-bandhani,/policies/privacy-policy,Privacy Policy,footer,follow,200,https://www.fromthetrunk.shop/policies/privacy-policy,yes,,Rendered anchor; external targets were not fetched.
/collection/kempu-pachai-and-bandhani,/policies/terms-of-service,Terms of Service,footer,follow,200,https://www.fromthetrunk.shop/policies/terms-of-service,yes,,Rendered anchor; external targets were not fetched.
/collection/kempu-pachai-and-bandhani,/privacy-policy,Privacy policy,body,follow,200,https://www.fromthetrunk.shop/policies/privacy-policy,no,,Rendered anchor; external targets were not fetched.
/collection/kempu-pachai-and-bandhani,/collection,Collection,body,follow,200,https://www.fromthetrunk.shop/collection,yes,,Rendered anchor; external targets were not fetched.
/collection/kempu-pachai-and-bandhani,/collection?tags=top-viewed,Top Viewed,body,follow,200,https://www.fromthetrunk.shop/collection,no,,Rendered anchor; external targets were not fetched.
/collection/kempu-pachai-and-bandhani,/collection?type=blouse,Blouses,body,follow,200,https://www.fromthetrunk.shop/collection,no,,Rendered anchor; external targets were not fetched.
/collection/kempu-pachai-and-bandhani,/,Home,breadcrumb,follow,200,https://www.fromthetrunk.shop,yes,,Rendered anchor; external targets were not fetched.
/collection/kempu-pachai-and-bandhani,/collection,Collection,breadcrumb,follow,200,https://www.fromthetrunk.shop/collection,yes,,Rendered anchor; external targets were not fetched.
/collection/kempu-pachai-and-bandhani,/collection/fabric/silk,More Silk sarees,body,follow,200,https://www.fromthetrunk.shop/collection/fabric/silk,yes,,Rendered anchor; external targets were not fetched.
/collection/kempu-pachai-and-bandhani,/guides/what-is-a-pre-loved-saree,What pre-loved means,body,follow,200,https://www.fromthetrunk.shop/guides/what-is-a-pre-loved-saree,yes,,Rendered anchor; external targets were not fetched.
/collection/kempu-pachai-and-bandhani,/how-it-works,How It Works,body,follow,200,https://www.fromthetrunk.shop/how-it-works,yes,,Rendered anchor; external targets were not fetched.
/collection/kempu-pachai-and-bandhani,/packing,Packing,body,follow,200,https://www.fromthetrunk.shop/packing,yes,,Rendered anchor; external targets were not fetched.
/collection/kempu-pachai-and-bandhani,/policies/shipping-delivery-policy,Shipping,body,follow,200,https://www.fromthetrunk.shop/policies/shipping-delivery-policy,yes,,Rendered anchor; external targets were not fetched.
/collection/kempu-pachai-and-bandhani,/policies/return-refund-policy,Returns,body,follow,200,https://www.fromthetrunk.shop/policies/return-refund-policy,yes,,Rendered anchor; external targets were not fetched.
/collection/kempu-pachai-and-bandhani,/collection/coral-sunrise-chiffon-georgette-saree,"Sold outWe'll notify you if something like this comes back. Till then, shop with us.",product-card/body,follow,200,https://www.fromthetrunk.shop/collection/coral-sunrise-chiffon-georgette-saree,no,,Rendered anchor; external targets were not fetched.
/collection/kempu-pachai-and-bandhani,/collection/coral-sunrise-chiffon-georgette-saree,"Coral Sunrise Chiffon Georgette SareeSilk, unique₹2,599The Hour Before the Sun Rises",product-card/body,follow,200,https://www.fromthetrunk.shop/collection/coral-sunrise-chiffon-georgette-saree,no,,Rendered anchor; external targets were not fetched.
/collection/kempu-pachai-and-bandhani,/collection/indigo-plum-tied-silk-saree,Pre-loved,product-card/body,follow,200,https://www.fromthetrunk.shop/collection/indigo-plum-tied-silk-saree,yes,,Rendered anchor; external targets were not fetched.
/collection/kempu-pachai-and-bandhani,/collection/indigo-plum-tied-silk-saree,"Indigo & Plum Tied Silk SareeSilk, unique₹3,299₹5,000Where Indigo Meets Dusk",product-card/body,follow,200,https://www.fromthetrunk.shop/collection/indigo-plum-tied-silk-saree,yes,,Rendered anchor; external targets were not fetched.
/collection/kempu-pachai-and-bandhani,/collection/forest-flame-tie-dye-silk,Reserved,product-card/body,follow,200,https://www.fromthetrunk.shop/collection/forest-flame-tie-dye-silk,yes,,Rendered anchor; external targets were not fetched.
/collection/kempu-pachai-and-bandhani,/collection/forest-flame-tie-dye-silk,"Forest & Flame Tie Dye SilkSilk, unique₹2,799₹4,000Colour Tied in Time",product-card/body,follow,200,https://www.fromthetrunk.shop/collection/forest-flame-tie-dye-silk,yes,,Rendered anchor; external targets were not fetched.
/collection/kempu-pachai-and-bandhani,/collection/stretchfit-blouse,View StretchFit Blouse,product-card/body,follow,200,https://www.fromthetrunk.shop/collection/stretchfit-blouse,no,,Rendered anchor; external targets were not fetched.
/collection/kempu-pachai-and-bandhani,/collection/stretchfit-blouse,"StretchFit BlouseCotton, unique₹1₹5Untitled Product",product-card/body,follow,200,https://www.fromthetrunk.shop/collection/stretchfit-blouse,no,,Rendered anchor; external targets were not fetched.
/collection/kempu-pachai-and-bandhani,/collection/stretchfit-blouse,Select size,product-card/body,follow,200,https://www.fromthetrunk.shop/collection/stretchfit-blouse,no,,Rendered anchor; external targets were not fetched.
/collection/pachai-linen-golden-border-drape,/collection/pachai-linen-golden-border-drape,Skip to main content,body,follow,200,https://www.fromthetrunk.shop/collection/pachai-linen-golden-border-drape,yes,,Rendered anchor; external targets were not fetched.
/collection/pachai-linen-golden-border-drape,/,From the Trunk,header/nav,follow,200,https://www.fromthetrunk.shop,yes,,Rendered anchor; external targets were not fetched.
/collection/pachai-linen-golden-border-drape,/collection,Collection,header/nav,follow,200,https://www.fromthetrunk.shop/collection,yes,,Rendered anchor; external targets were not fetched.
/collection/pachai-linen-golden-border-drape,/collection?tags=top-viewed,Top Viewed,header/nav,follow,200,https://www.fromthetrunk.shop/collection,no,Primary navigation targets noindex URL,Rendered anchor; external targets were not fetched.
/collection/pachai-linen-golden-border-drape,/collection?type=blouse,Blouses,header/nav,follow,200,https://www.fromthetrunk.shop/collection,no,Primary navigation targets noindex URL,Rendered anchor; external targets were not fetched.
/collection/pachai-linen-golden-border-drape,/account/sign-in,Sign in,header/nav,follow,200,,no,Primary navigation targets noindex URL,Rendered anchor; external targets were not fetched.
/collection/pachai-linen-golden-border-drape,/account/wishlist,Liked products,header/nav,follow,200,,no,Primary navigation targets noindex URL,Rendered anchor; external targets were not fetched.
/collection/pachai-linen-golden-border-drape,/collection,The Collection,footer,follow,200,https://www.fromthetrunk.shop/collection,yes,,Rendered anchor; external targets were not fetched.
/collection/pachai-linen-golden-border-drape,/our-story,Our Story,footer,follow,200,https://www.fromthetrunk.shop/our-story,yes,,Rendered anchor; external targets were not fetched.
/collection/pachai-linen-golden-border-drape,/why,Our Why,footer,follow,200,https://www.fromthetrunk.shop/why,yes,,Rendered anchor; external targets were not fetched.
/collection/pachai-linen-golden-border-drape,/how-it-works,How It Works,footer,follow,200,https://www.fromthetrunk.shop/how-it-works,yes,,Rendered anchor; external targets were not fetched.
/collection/pachai-linen-golden-border-drape,/faqs,FAQs,footer,follow,200,https://www.fromthetrunk.shop/faqs,yes,,Rendered anchor; external targets were not fetched.
/collection/pachai-linen-golden-border-drape,/sell-your-saree,Sell Your Saree,footer,follow,200,https://www.fromthetrunk.shop/sell-your-saree,yes,,Rendered anchor; external targets were not fetched.
/collection/pachai-linen-golden-border-drape,/our-team,Our Team,footer,follow,200,https://www.fromthetrunk.shop/our-team,yes,,Rendered anchor; external targets were not fetched.
/collection/pachai-linen-golden-border-drape,/policies/shipping-delivery-policy,Shipping,footer,follow,200,https://www.fromthetrunk.shop/policies/shipping-delivery-policy,yes,,Rendered anchor; external targets were not fetched.
/collection/pachai-linen-golden-border-drape,/packing,Packing,footer,follow,200,https://www.fromthetrunk.shop/packing,yes,,Rendered anchor; external targets were not fetched.
/collection/pachai-linen-golden-border-drape,/policies/return-refund-policy,Returns & Refunds,footer,follow,200,https://www.fromthetrunk.shop/policies/return-refund-policy,yes,,Rendered anchor; external targets were not fetched.
/collection/pachai-linen-golden-border-drape,/how-it-works,Authentication,footer,follow,200,https://www.fromthetrunk.shop/how-it-works,yes,,Rendered anchor; external targets were not fetched.
/collection/pachai-linen-golden-border-drape,/contact,Contact Support,footer,follow,200,https://www.fromthetrunk.shop/contact,yes,,Rendered anchor; external targets were not fetched.
/collection/pachai-linen-golden-border-drape,/policies/privacy-policy,Privacy Policy,footer,follow,200,https://www.fromthetrunk.shop/policies/privacy-policy,yes,,Rendered anchor; external targets were not fetched.
/collection/pachai-linen-golden-border-drape,/policies/terms-of-service,Terms of Service,footer,follow,200,https://www.fromthetrunk.shop/policies/terms-of-service,yes,,Rendered anchor; external targets were not fetched.
/collection/pachai-linen-golden-border-drape,/collection,The Collection,footer,follow,200,https://www.fromthetrunk.shop/collection,yes,,Rendered anchor; external targets were not fetched.
/collection/pachai-linen-golden-border-drape,/our-story,Our Story,footer,follow,200,https://www.fromthetrunk.shop/our-story,yes,,Rendered anchor; external targets were not fetched.
/collection/pachai-linen-golden-border-drape,/why,Our Why,footer,follow,200,https://www.fromthetrunk.shop/why,yes,,Rendered anchor; external targets were not fetched.
/collection/pachai-linen-golden-border-drape,/how-it-works,How It Works,footer,follow,200,https://www.fromthetrunk.shop/how-it-works,yes,,Rendered anchor; external targets were not fetched.
/collection/pachai-linen-golden-border-drape,/faqs,FAQs,footer,follow,200,https://www.fromthetrunk.shop/faqs,yes,,Rendered anchor; external targets were not fetched.
/collection/pachai-linen-golden-border-drape,/sell-your-saree,Sell Your Saree,footer,follow,200,https://www.fromthetrunk.shop/sell-your-saree,yes,,Rendered anchor; external targets were not fetched.
/collection/pachai-linen-golden-border-drape,/our-team,Our Team,footer,follow,200,https://www.fromthetrunk.shop/our-team,yes,,Rendered anchor; external targets were not fetched.
/collection/pachai-linen-golden-border-drape,/policies/shipping-delivery-policy,Shipping,footer,follow,200,https://www.fromthetrunk.shop/policies/shipping-delivery-policy,yes,,Rendered anchor; external targets were not fetched.
/collection/pachai-linen-golden-border-drape,/packing,Packing,footer,follow,200,https://www.fromthetrunk.shop/packing,yes,,Rendered anchor; external targets were not fetched.
/collection/pachai-linen-golden-border-drape,/policies/return-refund-policy,Returns & Refunds,footer,follow,200,https://www.fromthetrunk.shop/policies/return-refund-policy,yes,,Rendered anchor; external targets were not fetched.
/collection/pachai-linen-golden-border-drape,/how-it-works,Authentication,footer,follow,200,https://www.fromthetrunk.shop/how-it-works,yes,,Rendered anchor; external targets were not fetched.
/collection/pachai-linen-golden-border-drape,/contact,Contact Support,footer,follow,200,https://www.fromthetrunk.shop/contact,yes,,Rendered anchor; external targets were not fetched.
/collection/pachai-linen-golden-border-drape,/policies/privacy-policy,Privacy Policy,footer,follow,200,https://www.fromthetrunk.shop/policies/privacy-policy,yes,,Rendered anchor; external targets were not fetched.
/collection/pachai-linen-golden-border-drape,/policies/terms-of-service,Terms of Service,footer,follow,200,https://www.fromthetrunk.shop/policies/terms-of-service,yes,,Rendered anchor; external targets were not fetched.
/collection/pachai-linen-golden-border-drape,/privacy-policy,Privacy policy,body,follow,200,https://www.fromthetrunk.shop/policies/privacy-policy,no,,Rendered anchor; external targets were not fetched.
/collection/pachai-linen-golden-border-drape,/collection,Collection,body,follow,200,https://www.fromthetrunk.shop/collection,yes,,Rendered anchor; external targets were not fetched.
/collection/pachai-linen-golden-border-drape,/collection?tags=top-viewed,Top Viewed,body,follow,200,https://www.fromthetrunk.shop/collection,no,,Rendered anchor; external targets were not fetched.
/collection/pachai-linen-golden-border-drape,/collection?type=blouse,Blouses,body,follow,200,https://www.fromthetrunk.shop/collection,no,,Rendered anchor; external targets were not fetched.
/collection/pachai-linen-golden-border-drape,/,Home,breadcrumb,follow,200,https://www.fromthetrunk.shop,yes,,Rendered anchor; external targets were not fetched.
/collection/pachai-linen-golden-border-drape,/collection,Collection,breadcrumb,follow,200,https://www.fromthetrunk.shop/collection,yes,,Rendered anchor; external targets were not fetched.
/collection/pachai-linen-golden-border-drape,/guides/what-is-a-pre-loved-saree,What pre-loved means,body,follow,200,https://www.fromthetrunk.shop/guides/what-is-a-pre-loved-saree,yes,,Rendered anchor; external targets were not fetched.
/collection/pachai-linen-golden-border-drape,/how-it-works,How It Works,body,follow,200,https://www.fromthetrunk.shop/how-it-works,yes,,Rendered anchor; external targets were not fetched.
/collection/pachai-linen-golden-border-drape,/packing,Packing,body,follow,200,https://www.fromthetrunk.shop/packing,yes,,Rendered anchor; external targets were not fetched.
/collection/pachai-linen-golden-border-drape,/policies/shipping-delivery-policy,Shipping,body,follow,200,https://www.fromthetrunk.shop/policies/shipping-delivery-policy,yes,,Rendered anchor; external targets were not fetched.
/collection/pachai-linen-golden-border-drape,/policies/return-refund-policy,Returns,body,follow,200,https://www.fromthetrunk.shop/policies/return-refund-policy,yes,,Rendered anchor; external targets were not fetched.
/collection/pachai-linen-golden-border-drape,/collection/stretchfit-blouse,View StretchFit Blouse,product-card/body,follow,200,https://www.fromthetrunk.shop/collection/stretchfit-blouse,no,,Rendered anchor; external targets were not fetched.
